titles,authors,dates,abstracts,urls,keys,texts
Generalized Reliability Model for Cloud Computing,"Nikita Yadav, Pacheri Bari Rajasthan, V B Singh, Madhu Kumari",nan,"Performance of cloud computing depends on effective utilization of resources and reliability. With resource allocation algorithms such as banker’s algorithm resource utilization can be done in an effective manner in cloud computing. With reliability we can estimate the fault tolerance capability of a system. Reliability improvement is largely dependent on the availability of operational profile that statistically models the pattern in which the system is more likely to be used in the operating environment. System is less reliable if it exhibits a degree of hardware and software dependency and more reliable if hardware and software failure occur independently. In Cloud computing environment, hundreds of thousands of systems are hosted that consume cloud computing services. These services have of lots of hardware, software platform and infrastructure support, each of which though carefully engineered are still capable of failure. These failure rates and complexity of database make cloud less reliable. In this paper, we have proposed a reliability model that estimates the mean time to failure and failure rate based on delayed exponential distribution. Through this model, we study the effect of older and newer systems on cloud computing reliability that consumes the cloud computing services.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.685.1060&rep=rep1&type=pdf,"['cloud computing', 'reliability model', 'failure rate', 'software platform', 'effective manner', 'operating environment', 'effective utilization', 'mean time', 'software dependency', 'infrastructure support', 'software failure', 'consume cloud computing service', 'fault tolerance capability', 'resource allocation algorithm', 'banker algorithm resource utilization', 'operational profile', 'cloud computing service', 'reliability improvement', 'delayed exponential distribution']",
Secure Substantiation in Cloud Computing Environment,Raja Shree S,nan,"ABSTRACT: Cloud computing is an emerging style of IT delivery that intends to make the Internet the ultimate home of all computing resources- storage, computations, and accessibility. It holds the promise of helping organizations because of its performance, high availability, least cost and many others. But the promise of the cloud cannot be fulfilled until IT professionals have more confidence in the security and safety of the cloud.. However cloud computing has the security issues such as service availability, massive traffic handling, application security and authentication. In this user authentication requires high guaranteed security. To ensure secure authentication of client in the cloud environment, an effective method is being proposed. This paper mainly focused on authentication issues in the cloud computing environment, where an enhancement is made to the intrusion login by Kerberos authentication service having fingerprint as its base.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.416.9628&rep=rep1&type=pdf,"['secure substantiation', 'cloud computing environment', 'cloud computing', 'authentication issue', 'computing resource storage', 'security issue', 'application security', 'intrusion login', 'massive traffic handling', 'many others', 'secure authentication', 'cloud cannot', 'service availability', 'ultimate home', 'high guaranteed security', 'effective method', 'kerberos authentication service', 'high availability', 'user authentication', 'cloud environment']",
The Influence of Cloud Computing on Digital Publishing,Yan-xia Liu,nan,"Abstract. The main problems restricting the development of digital publishing include: the lack of a clear business model and integrated services platform supporting business development, unable to achieve the customers ’ value innovation; the lack of unified standard of digital publishing industry, unable to realize the orderly and scale development; the lack of effective mechanism of copyright protection of digital publishing, unable to realize the value protection. This paper discussed the innovation direction of digital publishing mode under the cloud computing environment from the following aspects: build cloud publishing comprehensive service platform, expand industrial organization boundary, optimize resources allocation; build digital publishing standard based on “cloud computing ” and achieve scale development; set up the publication service platform based on “cloud computing ” to realize copyright protection effectively.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.958.8584&rep=rep1&type=pdf,[],
Cloud Computing Synopsis and Recommendations,"Lee Badger, Tim Grance, Robert Patt-corner, Jeff Voas, Nist Special Publication, Recommendations Of The National, Lee Badger, Tim Grance, Robert Patt-corner, Jeff Voas, John Bryson Secretary, Patrick D. Gallagher, Under Secretary Of Commerce For",2012,Standards and Technology and Director,https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.696.3309&rep=rep1&type=pdf,['cloud computing synopsis'],
Review of Load Balancing in Cloud Computing,Suriya Begum,nan,"Abstract — With the exponential rise in the demands of the clients worldwide, a large scale distributed systems have been introduced as a computing environment. Cloud computing has paved a revolutionary path in this direction of distributed environment for accomplishing optimized performance, shortest response time, network resource utilization, and adaptability of service level agreement. Cloud computing has multiple benefits as well as it is also accompanied with certain serious technical loopholes. The proposed paper has focused on one such issue of load balancing. The consequences of inefficient load balancing may lead to detritions of an organization business performance on cloud environment. Hence this paper illustrates various aspects pertaining to domain of cloud computing, its evolution, its generic issues, and particularly to issues related to load balancing. Various techniques adopted in the past research work have been analyzed and the findings were illustrated in this paper.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.698.2594&rep=rep1&type=pdf,"['cloud computing', 'load balancing', 'revolutionary path', 'optimized performance', 'cloud environment', 'service level agreement', 'multiple benefit', 'exponential rise', 'certain serious technical loophole', 'distributed environment', 'past research work', 'large scale', 'various aspect', 'various technique', 'computing environment', 'response time', 'inefficient load balancing', 'organization business performance', 'network resource utilization', 'generic issue']",
CLOUD COMPUTING AND ITS SECURITY ASPECTS,"Subhash Basishtha, Saptarshi Boruah",nan,"Cloud computing is a new computing paradigm in the field of it that provides hosted services to a large number of user on demand basis over the internet. They are internet based network that has large numbers of servers. It allows to use the services only when you want and pay only for the amount what you have used. Since cloud computing share distributed resources over an open environment, so security becomes a major concern here. To improve the work performance different services are distributed on different servers but the security and safety aspects are remaining insufficient. Security is the one of major issues that hampers the growth of cloud. So, in this paper we first try to give an idea about cloud computing and then concentrate on the major security aspects of cloud computing paradigm.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.683.3255&rep=rep1&type=pdf,"['cloud computing', 'security aspect', 'large number', 'different server', 'open environment', 'major concern', 'share distributed resource', 'major issue', 'safety aspect', 'hosted service', 'major security aspect', 'work performance different service', 'demand basis']",
Review on Modeling and Implementation of Cloud Computing,"Mangesh K. Nichat, Dr. Prashant, V. Ingole",nan,"Abstract —  Cloud computing is an emerging technology. Advances in virtualization, storage, connectivity and processing power are combined to create a new ecosystem for cloud computing. In this paper the concepts of Cloud Computing like type of cloud, cloud deployment models, advantages of using cloud and risks involved in it are analysed. This paper tries to bring awareness among managers and computing professionals to use Cloud computing as an alternative to large in-house data centres. The current approaches to enabling real-time, dynamic infrastructure are inadequate, expensive and not scalable to support consumer mass-market requirements. Over time, the server-centric infrastructure management systems have evolved to become a complex tangle of layered systems designed to automate systems administration functions that are knowledge and labour intensive. This expensive and non-real time paradigm is ill suited for a world where customers are demanding communication, collaboration and commerce at the speed of light. Thanks to hardware assisted virtualization, and the resulting decoupling of infrastructure and application management, it is now possible to provide dynamic visibility and control of services management to meet the rapidly growing demand for cloud-based services.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.640.5728&rep=rep1&type=pdf,"['cloud computing', 'labour intensive', 'layered system', 'new ecosystem', 'processing power', 'system administration function', 'consumer mass-market requirement', 'server-centric infrastructure management system', 'non-real time paradigm', 'abstract cloud computing', 'service management', 'cloud deployment model', 'large in-house data centre', 'dynamic visibility', 'assisted virtualization', 'current approach', 'cloud-based service', 'complex tangle', 'application management', 'dynamic infrastructure']",
Formalising trust as a computational concept,Stephen Paul Marsh,1994,"Trust is a judgement of unquestionable utility — as humans we use it every day of our lives. However, trust has suffered from an imperfect understanding, a plethora of definitions, and informal use in the literature and in everyday life. It is common to say “I trust you, ” but what does that mean? This thesis provides a clarification of trust. We present a formalism for trust which provides us with a tool for precise discussion. The formalism is implementable: it can be embedded in an artificial agent, enabling the agent to make trust-based decisions. Its applicability in the domain of Distributed Artificial Intelligence (DAI) is raised. The thesis presents a testbed populated by simple trusting agents which substantiates the utility of the formalism. The formalism provides a step in the direction of a proper understanding and definition of human trust. A contribution of the thesis is its detailed exploration of the possibilities of future work in the area. Summary 1. Overview This thesis presents an overview of trust as a social phenomenon and discusses it formally. It argues that trust is: • A means for understanding and adapting to the complexity of the environment. • A means of providing added robustness to independent agents. • A useful judgement in the light of experience of the behaviour of others. • Applicable to inanimate others. The thesis argues these points from the point of view of artificial agents. Trust in an artificial agent is a means of providing an additional tool for the consideration of other agents and the environment in which it exists. Moreover, a formalisation of trust enables the embedding of the concept into an artificial agent. This has been done, and is documented in the thesis. 2. Exposition There are places in the thesis where it is necessary to give a broad outline before going deeper. In consequence it may seem that the subject is not receiving a thorough treatment, or that too much is being discussed at one time! (This is particularly apparent in the first and second chapters.) To present a thorough understanding of trust, we have proceeded breadth first in the introductory chapters. Chapter 3 expands, depth first, presenting critical views of established researchers.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.102.8227&rep=rep1&type=pdf,"['artificial agent', 'computational concept', 'future work', 'additional tool', 'second chapter', 'thorough treatment', 'human trust', 'informal use', 'broad outline', 'independent agent', 'distributed artificial intelligence', 'imperfect understanding', 'introductory chapter', 'everyday life', 'detailed exploration', 'critical view', 'precise discussion', 'added robustness', 'thorough understanding', 'useful judgement', 'proper understanding', 'social phenomenon', 'trust-based decision', 'unquestionable utility']",
The Impact of Cloud Computing and Organizational,Dr Theodora Issa,nan,The attached document may provide the author's accepted version of a published work. See Citation for details of the published work.,https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.959.6186&rep=rep1&type=pdf,[],
"CLOUD COMPUTING 2012 The Third International Conference on Cloud Computing, GRIDs, and Virtualization",nan,nan,"Cloud computing is a normal evolution of distributed computing combined with Service-oriented architecture, leveraging most of the GRID features and Virtualization merits. The technology foundations for cloud computing led to a new approach of reusing what was achieved in GRID computing with support from virtualization. The Third International Conference on Cloud Computing, GRIDs, and Virtualization (CLOUD COMPUTING 2012), held between July 22 and 27, 2012, in Nice, France, intended to prospect the applications supported by the new paradigm and validate the techniques and the mechanisms. A complementary target was to identify the open issues and the challenges to be fixed, especially on security, privacy, and inter- and intra-clouds protocols. We welcomed technical papers presenting research and practical results, position papers addressing the pros and cons of specific proposals, such as those being discussed in the standard fora or in industry consortia, survey papers addressing the key problems and solutions on any of the above topics short papers on work in progress, and panel proposals. We take here the opportunity to warmly thank all the members of the CLOUD COMPUTING 2012 Technical Program Committee, as well as the numerous reviewers. The",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.741.328&rep=rep1&type=pdf,[],
CLOUD COMPUTING: BEYOND THE HYPE,"Cloud Com, Paul M, Paul Mcfedries, Paul Mcfedries, Cloud Computing, Paul Mcfedries",nan,ype,https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.469.5951&rep=rep1&type=pdf,['cloud computing'],
Introducing Cloud Computing Topics in Curricula,"Ling Chen, Yang Liu, Marcus Gallagher, Bernard Pailthorpe, Shazia Sadiq, Heng Tao Shen, Xue Li",nan,"The demand for graduates with exposure in Cloud Computing is on the rise. For many educational institutions, the challenge is to decide on how to incorporate appropriate cloud-based technologies into their curricula. In this paper, we describe our design and experiences of integrating Cloud Computing components into seven third/fourth-year undergraduate-level information system, computer science, and general science courses that are related to large-scale data processing and analysis at the University of Queensland, Australia. For each course, we aimed at finding the best-available and cost-effective cloud technologies that fit well in the existing curriculum. The cloud related technologies discussed in this paper include opensource distributed computing tools such as Hadoop, Mahout, and Hive, as well as cloud services such as Windows Azure and Amazon Elastic Computing Cloud (EC2). We anticipate that our experiences will prove useful and of interest to fellow academics wanting to introduce Cloud Computing modules to existing courses.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.399.8212&rep=rep1&type=pdf,"['cloud related technology', 'cloud computing module', 'amazon elastic computing cloud', 'cloud computing', 'third fourth-year undergraduate-level information system', 'general science course', 'cost-effective cloud technology', 'appropriate cloud-based technology', 'computer science', 'many educational institution', 'window azure', 'large-scale data processing', 'cloud service']",
Understanding Cloud Computing: Experimentation and Capacity Planning,"Daniel A. Menascé, Paul Ngo",nan,"Cloud computing is based on the notion of shared computational, storage, network, and application resources provided by a third party. This paper explores in detail the concept of cloud computing, its advantages and disadvantages and describes several existing cloud computing platforms. It then discusses the results of quantitative experiments carried out using PlanetLab, a cloud computing platform. The paper also discusses how the methods of capacity planning are impacted by the advent of cloud computing from the point of view of the cloud user and from the cloud provider. 1",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.158.21&rep=rep1&type=pdf,"['cloud computing', 'capacity planning', 'quantitative experiment', 'application resource', 'third party', 'cloud provider', 'cloud user']",
"Trust, Security And Governance In Cloud Computing","Nandini Mishra, Saurabh Sharma, Ritu Chasta",nan,"One of the most important aspect refers to security: while some cloud computing security issues are inherited from the solutions adopted to create such services, many new security questions that are particular to these solutions also arise, including those related to how the services are organized and which kind of service/data can be placed in the cloud. Aiming to give a better understanding of this complex scenario, in this article we identify and classify the main security concerns and solutions in cloud computing, and propose a taxonomy of security in cloud computing, giving an overview of the current status of security in this emerging technology. In this highly competitive and distributed service environment, the assurances are insufficient for the consumers to identify the dependable and trustworthy Cloud providers. Governance with cloud computing offers integration management with automated problem resolution, manages security end to end, and helps budget based on actual usage of data. governance is not yet mature enough to consistently and reliably protect their data. As the trend toward cloud-based services continues to grow, it has become clear that one of the key barriers to rapid adoption of enterprise cloud",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.961.4768&rep=rep1&type=pdf,[],
The Reservoir model and architecture for open federated cloud computing,"B. Rochwerger, D. Breitgand, E. Levy, A. Galis, K. Nagin, I. M. Llorente, R. Montero, Y. Wolfsthal, E. Elmroth, J. Cáceres, W. Emmerich, F. Galán",2009,"The emerging cloud-computing paradigm is rapidly gaining momentum as an alternative to traditional IT (information technology). However, contemporary cloud-computing offerings are primarily targeted for Web 2.0-style applications. Only recently have they begun to address the requirements of enterprise solutions, such as support for infrastructure service-level agreements. To address the challenges and deficiencies in the current state of the art, we propose a modular, extensible cloud architecture with intrinsic support for business service management and the federation of clouds. The goal is to facilitate an open, service-based online economy in which resources and services are transparently provisioned and managed across clouds on an ondemand basis at competitive costs with high-quality service. The Reservoir project is motivated by the vision of implementing an architecture that would enable providers of cloud infrastructure to dynamically partner with each other to create a seemingly infinite pool of IT resources while fully preserving their individual autonomy in making technological and business management decisions. To this end, Reservoir could leverage and extend the advantages of virtualization and embed autonomous management in the infrastructure. At the same time, the Reservoir approach aims to achieve a very ambitious goal: creating a foundation for next-generation enterprise-grade cloud computing.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.156.7080&rep=rep1&type=pdf,"['open federated cloud', 'reservoir model', 'intrinsic support', 'cloud infrastructure', 'extensible cloud architecture', 'business management decision', 'individual autonomy', 'next-generation enterprise-grade cloud computing', '0-style application', 'infinite pool', 'enterprise solution', 'high-quality service', 'business service management', 'ondemand basis', 'information technology', 'reservoir approach', 'contemporary cloud-computing offering', 'infrastructure service-level agreement', 'autonomous management', 'current state', 'competitive cost', 'service-based online economy', 'ambitious goal', 'cloud-computing paradigm', 'reservoir project']",
Analysis of the Data Mining Application Based on Cloud Computing,"Li Xiaohui A, Liu Weib, Wang Lelec",nan,"Abstract. Cloud computing as a new network technology has been widely used in various fields, a important role of cloud computing is the storage and management for massive information data, therefore the cloud computing provides a good platform for data mining. This paper first describes simply on cloud computing, and then expounds and analyzes data mining application which based on cloud computing, finally introduces the data mining application based on cloud computing platform.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.836.1370&rep=rep1&type=pdf,[],
On the Integration of Cloud Computing and Internet of Things: A survey,"Alessio Botta, Walter De Donato, Valerio Persico, Antonio Pescape",2014, ,https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.705.1401&rep=rep1&type=pdf,[],
The Commoditization of IT Services with Cloud Computing,"F. Muhss, R. Neumann, A. Schmietendorf",nan,"Abstract- The commoditization of IT services has reached a new quality with the growing use of cloud services. Based on overarching standards as REST, these services can be accessed on-demand via internet and billed depending on the actual usage at a defined service level. However, compared to other commodities as electricity, cloud services still lack a number of general standards regarding quality and pricing as well as technical definitions to implement these standards. The goal of this paper is to describe and evaluate the current level of commoditization in the cloud industry, leading to recommendations for a continuous success of cloud services.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.217.7167&rep=rep1&type=pdf,"['cloud service', 'defined service level', 'cloud industry', 'technical definition', 'actual usage', 'general standard', 'continuous success', 'current level', 'new quality']",
concerns and solutions for cloud computing,"Nelson Gonzalez, Charles Miers, Tereza Carvalho, Makan Pourz",nan,A quantitative analysis of current security,https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.466.7806&rep=rep1&type=pdf,"['cloud computing', 'current security', 'quantitative analysis']",
THE ORGANIZING VISION FOR CLOUD COMPUTING IN TAIWAN,"Shirley Ou Yang, Carol Hsu",nan,"Cloud Computing has attracted increasing attention from both researchers and practitioners as a new paradigm of information technology. Many recent studies on technological innovation have focused on two confronting models: rational-actor decision and social construction. However, both models are rarely used at the industry level of analysis. This paper adopts the lens of organizing vision, and presents a secondary analysis on the institutional processes of the forming of the Cloud Computing industry in Taiwan. In doing so it examines several key institutional forces, including (1) community discourse, structure, and commerce; (2) IS practitioner subculture; (3) adoption of core technology; and (4) adoption and diffusion. Our findings suggest that the dynamics of institutionalization of society and technology in the collective sense better explain the formation of the Cloud Computing industry embedded in a large community network than the linear rational choice paradigm. These findings also suggest that decision makers in both the private and public sector should be more aware of the institutional forces that motivate them to adopt IT innovation.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.469.7419&rep=rep1&type=pdf,"['organizing vision cloud computing taiwan', 'cloud computing industry', 'collective sense', 'technological innovation', 'large community network', 'core technology', 'institutional process', 'public sector', 'rational-actor decision', 'decision maker', 'several key institutional force', 'secondary analysis', 'new paradigm', 'social construction', 'industry level', 'institutional force', 'many recent study', 'information technology', 'linear rational choice paradigm', 'practitioner subculture', 'cloud computing', 'community discourse']",
Secure and Dependable Storage in Cloud Computing,nan,nan,"Cloud computing as been developed by the next generation architecture of IT activity. This is an Internet-based development and use of computer technology. Cloud Computing moves the application software and databases to the large data centers, where the organization of the data and services may not be totally dependable. In this article, we focus on cloud data storage security, which has always been a significant aspect of quality of service. We propose an efficient and flexible distributed storage verification scheme with explicit dynamic data support to ensure the correctness and accessibility of users data in the cloud. By utilizing the homomorphic token with distributed verification of erasure-coded data, our scheme achieves the",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.301.4272&rep=rep1&type=pdf,"['cloud computing', 'dependable storage', 'computer technology', 'distributed verification', 'application software', 'user data', 'erasure-coded data', 'internet-based development', 'significant aspect', 'storage verification scheme', 'cloud data storage security', 'homomorphic token', 'explicit dynamic data support', 'next generation architecture', 'large data center']",
Focus Group on Cloud Computing,nan,nan,"Part 1: Introduction to the cloud ecosystem: definitions, taxonomies, use cases and high-",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.459.746&rep=rep1&type=pdf,"['focus group', 'cloud computing', 'cloud ecosystem', 'use case']",
Mobile Cloud Computing: A Tool for Future,"Dr. Atul Gonsai, Mr. Rushi Raval",nan,"Abstract — in this paper, we are presented Introduction, future scope, and advantages of mobile cloud computing. Mobile cloud computing is a universal term for anything that involves delivering hosted any kind of services which includes cloud computing as a middleware, like as mobile-healthcare, mobilelearning, mobile-entertainment, etc. over the Internet. Mobile cloud computing is the usage of cloud computing in combination with mobile devices or mobility hardware. Mobile cloud computing succeeds",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.403.5947&rep=rep1&type=pdf,"['mobile cloud computing', 'mobile cloud', 'universal term', 'future scope', 'mobile device', 'mobility hardware']",
Cloud Computing Environments,"K L Ryan Ko, Peter Jagadpramana, Bu Sung Lee, Ryan K L Ko, Peter Jagadpramana, Bu Sung Lee",nan,computing security; file-centric logs; file-centric logging mechanisms; detective mechanisms,https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.308.1215&rep=rep1&type=pdf,"['cloud computing environment', 'file-centric log', 'file-centric logging mechanism', 'detective mechanism']",
Cloud Computing Security of E-commerce Environment,Xiaofeng Wang,nan,"Abstract. Cloud computing is a hot technology now, is a new business model. The use of cloud computing to businesses in many industries, especially e-commerce has brought new opportunities, However, due to the characteristics of its own cloud computing and the Internet network security flaws, Resulting in e-commerce system security weaknesses. This paper describes the cloud computing and security issues of cloud computing in the e-commerce, through e-commerce security needs analysis, proposed ensuring e-commerce security methods in the cloud.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.952.1648&rep=rep1&type=pdf,[],
"Cloud Computing: Past, Current and Future","H. Mcheick, F. Obaid, H. Safa",nan,"Abstract- With the augmentation of data, the organizations need to provide better and faster secured data access to customers. Cloud computing came as a godfather of the new generation of data warehousing and data access through the network. This new way of deploying and using data solved many of data problems. However, as any new technologies, it has its own issues and needs. In this article we are going to discuss and survey briefly this subject to make an overview of what might be the past, current and future of cloud computing. This might be at the same time the future of information systems around the world and the future of many organizations.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.217.7479&rep=rep1&type=pdf,"['cloud computing', 'data access', 'new generation', 'survey briefly', 'data problem', 'many organization', 'information system', 'new technology', 'new way']",
in cloud computing environment,"J Supercomput, Hai Jin, Guofu Xiang, Deqing Zou, Song Wu, Feng Zhao, Min Li, Weide Zheng, H. Jin, G. Xiang, D. Zou, S. Wu, F. Zhao, M. Li, W. Zheng",nan,A VMM-based intrusion prevention system,https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.704.74&rep=rep1&type=pdf,[],
The Pricing Model of Cloud Computing Services,"Jianhui Huang, Dan Ma, Dan Ma, Jianhui Huang",nan,"Cloud computing service providers offer computing resource as a utility and software as a service over network. Many believe that Cloud computing is making an industry-wise paradigm shift for IT use. Besides its technique issues, the business feature of Cloud computing attracts our interests. Specifically the practice of Amazon EC2 introduces an interesting pricing scheme. Amazon provides users with virtual computing instances as a combination of interruptible service (i.e., spot instance) and uninterruptible service (i.e., on-demand and reserved instance). Spot instance is charged at a per use price which is dynamically changing over time; users of spot instance face the risk of service termination on the provider’s side. In this paper, we build a multiple-stage game to study users ’ best job submission strategy under such a mixed pricing scheme, and to analyze the potential benefits and influence",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.494.7700&rep=rep1&type=pdf,[],
Integration of Big Data and Cloud Computing,"Charlotte Castelino, Dhaval G, Harish G. Narula, Nirav H. Chokshi",nan,"Abstract- Big data and cloud computing are both emerging technologies whose rate of adoption by businesses has been increasing rapidly over the past decade. This paper stresses on the integration of big data with cloud computing, which can serve as a driving force for the business and IT industry, as well as, for data analytics in general. We discuss the methodologies, challenges faced, possible solutions, and the benefits of integrating the two.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.679.836&rep=rep1&type=pdf,"['cloud computing', 'big data', 'abstract big data', 'possible solution', 'driving force', 'data analytics', 'past decade']",
CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms ,"Rodrigo N. Calheiros, Rajiv Ranjan, Anton Beloglazov, César A. F. De Rose, Rajkumar Buyya",2010,"Cloud computing is a recent advancement wherein IT infrastructure and applications are provided as “services ” to endusers under a usage-based payment model. They can leverage virtualized services even on the fly based on requirements (workload patterns and QoS) varying with time. The application services hosted under Cloud computing model have complex provisioning, composition, configuration, and deployment requirements. Evaluating the performance of Cloud provisioning policies, application workload models, and resources performance models in a repeatable manner under varying system and user configurations and requirements is difficult to achieve. To overcome this challenge, we propose CloudSim: an extensible simulation toolkit that enables modeling and simulation of Cloud computing systems and application provisioning environments. The CloudSim toolkit supports both system and behaviour modeling of Cloud system components such as data centers, virtual machines (VMs) and resource provisioning policies. It implements generic application provisioning techniques that can be extended with ease and limited efforts. Currently, it supports modeling and simulation of Cloud computing environments consisting of both single and inter-networked clouds (federation of clouds). Moreover, it exposes custom interfaces for implementing policies and provisioning techniques for allocation of VMs under inter-networked Cloud computing scenarios. Several researchers from organisations such as HP Labs in USA are using CloudSim in their investigation on Cloud resource provisioning and energy-efficient management of data center resources.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.180.4548&rep=rep1&type=pdf,"['inter-networked cloud', 'generic application', 'usage-based payment model', 'several researcher', 'deployment requirement', 'application workload model', 'repeatable manner', 'behaviour modeling', 'application provisioning environment', 'application service', 'user configuration', 'hp lab', 'custom interface', 'workload pattern', 'cloud computing', 'data center', 'data center resource', 'resource performance model', 'cloudsim toolkit', 'virtual machine', 'cloud system component', 'energy-efficient management', 'cloud resource provisioning', 'limited effort', 'virtualized service', 'complex provisioning', 'recent advancement', 'extensible simulation toolkit']",
The Future of Cloud Computing Steering,Collaboration Accenture,nan,"World Economic Forum The World Economic Forum is an independent international organization committed to improving the state of the world by engaging business, political, academic and other leaders of society to shape global, regional and industry agendas. Incorporated as a not-for-profit foundation in 1971, and headquartered in Geneva, Switzerland, the Forum is tied to no political, partisan or national interests.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.367.8111&rep=rep1&type=pdf,"['cloud computing', 'world economic forum', 'independent international organization', 'national interest', 'industry agenda', 'not-for-profit foundation']",
2011a): The Economics of Cloud Computing,Federico Etro,IUP Journal of Managerial Economics,"We examine the economic impact of the diffusion of a new technology as cloud computing. This will allow firms to rent computing power and storage from service providers, and to pay on demand, with a profound impact on the cost structure of all the industries, turning some of the fixed costs in marginal costs of production. Such a change will have a substantial impact on the incentives to create new business, and through this, on: investments and macroeconomic growth, job creation in all industries and job reallocation in the ICT sector, and public finance accounts, through the direct impact on the public sector spending and the indirect one on the tax revenues. In this study we investigate the consequences of the diffusion of cloud computing on market structures and competition, and we try to disentangle the above mentioned aspects with a particular focus on a simulation run for the European economy.",https://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=EE06C2E7678B8D2B260CE0F52F22B60D?doi=10.1.1.656.7166&rep=rep1&type=pdf,"['cloud computing', 'profound impact', 'public finance account', 'macroeconomic growth', 'simulation run', 'ict sector', 'direct impact', 'market structure', 'service provider', 'european economy', 'particular focus', 'new technology', 'new business', 'job creation', 'economic impact', 'indirect one', 'marginal cost', 'public sector spending', 'substantial impact', 'job reallocation', 'fixed cost', 'tax revenue', 'cost structure']",
